area,ciudad,conglomerado,panelm,vivienda,hogar,vi01,vi02,vi03a,vi03b,vi04a,vi04b,vi05a,vi05b,vi06,vi07,vi07a,vi07b,vi08,vi09,vi09a,vi09b,vi10,vi101,vi102,vi10a,vi11,vi12,vi13,vi14,vi141,vi142,vi143,vi144,vi1511,vi1521,vi1512,vi1522,vi1531,vi1541,vi1532,vi1542,vi1533,vi1543,vi1534,vi1544,vi1535,vi1545,vi1536,vi1546,estrato,fexp,upm,id_vivienda,id_hogar,periodo,provincia,area_etiqueta,grupo_cuartos,grupo_dormitorios
2,110950,900102,63,4,1,3,1,4,2,7,3,1,2,3,2,0,1,1,2, , ,1, , ,2,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"336,852959597738",110950900102,11095090010206304,110950900102063041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110950,900102,63,5,1,3,1,2,2,2,1,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1122,"336,852959597738",110950900102,11095090010206305,110950900102063051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110950,900102,63,6,1,3,1,2,2,2,2,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"336,852959597738",110950900102,11095090010206306,110950900102063061,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110950,900102,63,7,1,3,1,3,2,4,2,1,2,2,1,0,1,1,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"336,852959597738",110950900102,11095090010206307,110950900102063071,202602,11,Rural,1-2 cuartos,1 dormitorio
2,110950,901401,63,1,1,1,1,4,2,4,2,3,2,3,2,0,1,1,1, , ,1, , ,2,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"423,883785966004",110950901401,11095090140106301,110950901401063011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110950,901401,63,2,1,1,1,4,1,1,2,3,2,5,4,0,1,1,1, , ,1, , ,1,1,1,2,4,120, , , ,1,2,2, ,2, ,2, ,1,40,2, ,2, ,2, ,1121,"423,883785966004",110950901401,11095090140106302,110950901401063021,202602,11,Rural,5 o más cuartos,3 dormitorios
2,110950,901401,63,3,1,4,1,3,1,5,2,3,3,3,3,0,1,1,2, , ,3,2,2,2,1,2,4,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1121,"423,883785966004",110950901401,11095090140106303,110950901401063031,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110950,901401,63,4,1,3,1,2,1,2,2,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1121,"423,883785966004",110950901401,11095090140106304,110950901401063041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,110950,901401,63,5,1,3,1,4,2,5,2,3,2,3,2,0,1,1,1, , ,1, , ,1,1,1,4,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1121,"423,883785966004",110950901401,11095090140106305,110950901401063051,202602,11,Rural,3-4 cuartos,3 dormitorios
2,110950,901401,63,7,1,1,1,4,2,4,2,1,2,1,1,0,1,1,3, , ,1, , ,2,3,1,4,5,70, , , ,2, ,1,1,2, ,2, ,2, ,1,20,2, ,2, ,1121,"423,883785966004",110950901401,11095090140106307,110950901401063071,202602,11,Rural,1-2 cuartos,1 dormitorio
2,110952,900502,55,1,1,3,1,3,2,4,2,3,2,2,1,0,1,1,2, , ,1, , ,2,1,1,2,4,30, , , ,2, ,1,1,2, ,2, ,2, ,1,20,2, ,2, ,1121,"211,219321304813",110952900502,11095290050205501,110952900502055011,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,2,1,3,1,3,2,7,3,3,3,2,1,0,1,1,2, , ,1, , ,1,1,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205502,110952900502055021,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,3,1,3,1,3,3,7,3,3,3,2,2,0,1,1,2, , ,1, , ,2,1,1,4,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205503,110952900502055031,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,4,1,3,1,4,3,7,3,3,3,1,0,0,1,1,2, , ,1, , ,1,1,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205504,110952900502055041,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,5,1,3,1,4,2,4,2,3,2,2,2,0,1,2,2, , ,3,2,2,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205505,110952900502055051,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,6,1,3,1,4,3,7,3,3,3,1,1,0,1,2,2, , ,1, , ,2,1,3,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205506,110952900502055061,202602,11,Rural,1-2 cuartos,3 dormitorios
2,110952,900502,55,7,1,3,1,4,2,7,3,3,2,3,2,0,1,1,2, , ,1, , ,2,1,1,4,4,70, , , ,2, ,2, , , , , , , , , , , , , ,1121,"211,219321304813",110952900502,11095290050205507,110952900502055071,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111051,201,63,1,1,3,1,3,2,4,2,3,2,5,4,0,1,1,2, , ,1, , ,1,1,1,2,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1123,"493,017724183176",111051000201,11105100020106301,111051000201063011,202602,11,Rural,5 o más cuartos,3 dormitorios
2,111051,201,63,2,1,4,1,2,1,2,1,1,1,5,4,0,1,1,2, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1123,"493,017724183176",111051000201,11105100020106302,111051000201063021,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111051,201,63,3,1,3,1,3,2,4,2,1,2,5,4,0,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,2, ,1,1,2, ,2, ,2, ,1,10,2, ,2, ,1123,"493,017724183176",111051000201,11105100020106303,111051000201063031,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111051,201,63,4,1,1,1,1,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1123,"493,017724183176",111051000201,11105100020106304,111051000201063041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111051,201,63,5,1,3,1,3,2,4,2,1,2,3,2,0,1,1,2, , ,1, , ,1,1,1,2,4,60, , , ,2, ,2, , , , , , , , , , , , , ,1123,"493,017724183176",111051000201,11105100020106305,111051000201063051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111051,201,63,6,1,3,1,4,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,70, , , ,2, ,2, , , , , , , , , , , , , ,1123,"493,017724183176",111051000201,11105100020106306,111051000201063061,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111051,201,63,7,1,3,1,3,2,2,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,50, , , ,2, ,1,1,2, ,2, ,2, ,1,20,2, ,2, ,1123,"493,017724183176",111051000201,11105100020106307,111051000201063071,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111150,901001,81,1,1,3,1,4,1,1,1,3,2,3,2,0,1,2,2, , ,1, , ,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1122,"381,342681598568",111150901001,11115090100108101,111150901001081011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111150,901001,81,2,1,4,1,4,2,4,2,5,2,3,2,1,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,1,1,1,1,2, ,2, ,2, ,1,40,2, ,2, ,1122,"381,342681598568",111150901001,11115090100108102,111150901001081021,202602,11,Rural,3-4 cuartos,4 o más dormitorios
2,111150,901001,81,3,1,4,1,4,2,7,3,3,2,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1122,"381,342681598568",111150901001,11115090100108103,111150901001081031,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111150,901001,81,4,1,4,1,4,2,7,3,3,2,3,2,0,1,1,2, , ,1, , ,2,1,1,2,4,60, , , ,2, ,2, , , , , , , , , , , , , ,1122,"381,342681598568",111150901001,11115090100108104,111150901001081041,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111150,901001,81,6,1,3,1,4,2,1,2,1,2,5,3,0,1,1,2, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"381,342681598568",111150901001,11115090100108106,111150901001081061,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111150,901001,81,7,1,4,1,4,1,5,2,3,2,2,1,0,1,1,4, , ,1, , ,1,1,1,2,4,150, , , ,2, ,1,1,2, ,2, ,2, ,1,15,2, ,2, ,1122,"381,342681598568",111150901001,11115090100108107,111150901001081071,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111150,901001,81,8,1,3,1,4,2,1,2,3,2,4,3,0,1,1,2, , ,1, , ,1,1,1,2,4,60, , , ,2, ,2, , , , , , , , , , , , , ,1122,"381,342681598568",111150901001,11115090100108108,111150901001081081,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111151,900501,81,2,1,1,1,4,2,4,2,1,2,2,2,0,1,2,2, , ,1, , ,1,1,1,2,4,200, , , ,2, ,2, , , , , , , , , , , , , ,1121,"237,208647925498",111151900501,11115190050108102,111151900501081021,202602,11,Rural,1-2 cuartos,1 dormitorio
2,111151,900501,81,3,1,3,1,4,2,4,2,1,1,3,2,0,1,1,2, , ,1, , ,2,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"237,208647925498",111151900501,11115190050108103,111151900501081031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111151,900501,81,4,1,1,1,2,2,4,2,1,2,4,3,1,1,1,2, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1121,"237,208647925498",111151900501,11115190050108104,111151900501081041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111151,900501,81,5,1,3,1,4,3,5,2,3,3,1,1,0,1,1,2, , ,3,2,2,2,1,1,4,4,30, , , ,2, ,2, , , , , , , , , , , , , ,1121,"237,208647925498",111151900501,11115190050108105,111151900501081051,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111151,900501,81,7,1,4,1,4,2,7,3,3,3,1,1,0,1,1,2, , ,3,2,2,2,1,1,4,4,30, , , ,2, ,2, , , , , , , , , , , , , ,1121,"237,208647925498",111151900501,11115190050108107,111151900501081071,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111153,900101,81,2,1,3,1,4,3,7,3,3,3,4,3,0,1,2,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"752,697150907842",111153900101,11115390010108102,111153900101081021,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111153,900101,81,4,1,4,1,4,3,5,3,3,3,2,2,0,1,1,2, , ,3,2,2,1,1,1,4,4,20, , , ,2, ,1,1,2, ,2, ,2, ,1,10,2, ,2, ,1121,"752,697150907842",111153900101,11115390010108104,111153900101081041,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111153,900101,81,5,1,3,1,3,3,4,2,1,1,3,3,0,1,2,2, , ,1, , ,1,1,1,2,5,200, , , ,2, ,2, , , , , , , , , , , , , ,1121,"752,697150907842",111153900101,11115390010108105,111153900101081051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111153,900101,81,6,1,1,1,4,2,5,2,3,2,3,3,0,1,1,2, , ,3,1,2,1,1,1,2,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"752,697150907842",111153900101,11115390010108106,111153900101081061,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111153,900101,81,8,1,3,1,4,3,7,3,3,3,1,1,0,1,2,2, , ,1, , ,2,1,1,2,5,30, , , ,2, ,2, , , , , , , , , , , , , ,1121,"752,697150907842",111153900101,11115390010108108,111153900101081081,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111153,900101,81,10,1,3,1,4,3,7,3,3,3,2,2,0,1,2,2, , ,3,2,2,2,1,1,2,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"752,697150907842",111153900101,11115390010108110,111153900101081101,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111155,101,55,1,1,1,1,4,2,4,2,3,2,3,2,0,1,1,1, , ,1, , ,2,1,1,2,4,30, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105501,111155000101055011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111155,101,55,2,1,1,1,3,1,1,1,3,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,1,1,2, ,2, ,2, ,1,30,2, ,2, ,2, ,1122,"203,316359541139",111155000101,11115500010105502,111155000101055021,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111155,101,55,3,1,3,1,3,1,5,2,3,2,2,2,0,1,1,1, , ,1, , ,1,1,1,4,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105503,111155000101055031,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111155,101,55,4,1,1,1,2,2,2,2,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,5,120, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105504,111155000101055041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111155,101,55,5,1,4,1,4,2,5,3,3,2,3,2,0,1,1,1, , ,1, , ,2,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105505,111155000101055051,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111155,101,55,6,1,1,1,2,2,4,2,1,2,5,4,1,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105506,111155000101055061,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111155,101,55,7,1,1,1,1,2,4,2,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1122,"203,316359541139",111155000101,11115500010105507,111155000101055071,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111250,900301,63,1,1,4,1,4,3,7,3,3,2,3,2,0,1,2,2, , ,3,2,2,2,1,1,4,4,70, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106301,111250900301063011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111250,900301,63,2,1,3,1,4,3,7,3,3,3,3,2,0,1,1,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106302,111250900301063021,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111250,900301,63,3,1,3,1,4,3,7,3,3,3,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106303,111250900301063031,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111250,900301,63,4,1,4,1,4,3,7,3,3,2,2,2,0,1,2,2, , ,1, , ,2,1,1,4,4,80, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106304,111250900301063041,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111250,900301,63,6,1,3,1,4,3,7,3,3,2,3,2,0,1,2,2, , ,3,2,2,2,3,1,3,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106306,111250900301063061,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111250,900301,63,7,1,4,1,4,2,7,3,3,2,2,2,0,1,1,2, , ,1, , ,2,1,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106307,111250900301063071,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111250,900301,63,9,1,3,1,4,2,7,3,3,3,3,2,0,1,1,2, , ,1, , ,2,1,1,4,4,60, , , ,2, ,2, , , , , , , , , , , , , ,1121,"294,046890324318",111250900301,11125090030106309,111250900301063091,202602,11,Rural,3-4 cuartos,3 dormitorios
1,111350,403,55,1,1,1,2,1,2,4,2,1,2,2,1,0,1,1,1, , ,1, , ,1,1,1,2,5,200, , , ,1,1,1,1,2, ,2, ,1,160,1,10,2, ,2, ,1111,"453,032734438042",111350000403,11135000040305501,111350000403055011,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,111350,403,55,2,1,1,2,2,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,1,70,2,2,1,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305502,111350000403055021,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,111350,403,55,3,1,1,1,2,1,2,1,1,1,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305503,111350000403055031,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,111350,403,55,4,1,1,2,2,1,2,1,1,1,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,150, , , ,1,2,2, ,2, ,2, ,2, ,1,150,2, ,2, ,1111,"453,032734438042",111350000403,11135000040305504,111350000403055041,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,111350,403,55,5,1,1,2,1,2,2,2,1,2,4,3,0,1,1,1, , ,1, , ,1,1,1,2,4,120, , , ,1,1,2, ,2, ,2, ,2, ,1,60,2, ,2, ,1111,"453,032734438042",111350000403,11135000040305505,111350000403055051,202602,11,Urbana,3-4 cuartos,1 dormitorio
1,111350,403,55,6,1,1,2,1,1,2,1,1,1,2,1,0,1,1,1, , ,1, , ,1,1,1,2,1,80,2,2,1,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305506,111350000403055061,202602,11,Urbana,1-2 cuartos,1 dormitorio
1,111350,403,55,7,1,1,1,4,3,4,2,3,2,3,2,0,1,1,1, , ,1, , ,1,1,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1111,"453,032734438042",111350000403,11135000040305507,111350000403055071,202602,11,Urbana,3-4 cuartos,3 dormitorios
2,111354,900202,55,1,1,3,3,3,2,7,3,3,2,2,1,0,1,1,2, , ,1, , ,1,2,1,4,4,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205501,111354900202055011,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,2,1,3,3,4,2,7,3,3,3,2,1,0,1,1,2, , ,1, , ,1,2,1,4,4,30, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205502,111354900202055021,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,3,1,4,3,3,2,7,3,3,2,2,0,0,1,1,2, , ,1, , ,2,2,1,4,5,50, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205503,111354900202055031,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,4,1,3,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205504,111354900202055041,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111354,900202,55,5,1,3,1,4,2,4,2,1,2,3,2,0,1,1,1, , ,1, , ,2,1,1,4,4,80, , , ,1,1,2, ,2, ,2, ,2, ,1,80,2, ,2, ,1121,"296,140022750163",111354900202,11135490020205505,111354900202055051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111354,900202,55,6,1,3,1,3,2,7,3,3,2,1,0,0,2,1,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205506,111354900202055061,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111354,900202,55,7,1,3,1,4,2,7,3,3,2,4,3,0,1,1,2, , ,1, , ,2,1,1,4,4,40, , , ,2, ,2, , , , , , , , , , , , , ,1121,"296,140022750163",111354900202,11135490020205507,111354900202055071,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111450,900701,75,1,1,3,2,3,1,4,2,3,1,4,3,0,1,1,2, , ,1, , ,1,2,1,4,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107501,111450900701075011,202602,11,Rural,3-4 cuartos,3 dormitorios
2,111450,900701,75,2,1,3,1,3,2,7,3,7,1,4,3,0,1,1,2, , ,1, , ,2,2,1,2,4,100, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107502,111450900701075021,202602,11,Rural,3-4 cuartos,4 o más dormitorios
2,111450,900701,75,3,1,3,1,3,3,4,2,1,3,3,2,0,1,1,2, , ,1, , ,2,1,1,2,4,150, , , ,2, ,2, , , , , , , , , , , , , ,1121,"352,816017539601",111450900701,11145090070107503,111450900701075031,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111450,900701,75,4,1,3,1,4,2,4,2,3,2,2,1,0,1,1,2, , ,1, , ,1,1,1,4,4,20, , , ,2, ,1,1,2, ,2, ,2, ,1,25,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107504,111450900701075041,202602,11,Rural,1-2 cuartos,3 dormitorios
2,111450,900701,75,5,1,3,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,5,100, , , ,2, ,1,1,2, ,2, ,2, ,1,15,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107505,111450900701075051,202602,11,Rural,3-4 cuartos,1 dormitorio
2,111450,900701,75,6,1,3,1,3,2,4,2,1,2,5,4,0,1,1,2, , ,1, , ,1,1,1,4,4,50, , , ,1,1,2, ,2, ,2, ,2, ,1,20,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107506,111450900701075061,202602,11,Rural,5 o más cuartos,1 dormitorio
2,111450,900701,75,7,1,4,1,3,2,4,2,1,2,4,3,0,1,1,2, , ,1, , ,1,1,1,4,4,200, , , ,1,1,2, ,2, ,2, ,2, ,1,40,2, ,2, ,1121,"352,816017539601",111450900701,11145090070107507,111450900701075071,202602,11,Rural,3-4 cuartos,1 dormitorio
